"","x"
"5986",0.03
"5987",0.031
"5988",0.033
"5989",0.04
"5990",0.034
"5991",0.037
"5992",0.032
"5993",0.043
"5994",0.017
"5995",0.04
"5996",0.03
"5997",0.029
"5998",0.038
"5999",0.043
"6000",0.038
"6001",0.039
"6002",0.037
"6003",0.044
"6004",0.041
"6005",0.031
"6006",0.032
"6007",0.029
"6008",0.041
"6009",0.035
"6010",0.031
"6011",0.025
"6012",0.034
"6013",0.032
"6014",0.03
"6015",0.04
"6016",0.039
"6017",0.03
"6018",0.021
"6019",0.038
"6020",0.032
"6021",0.039
"6022",0.035
"6023",0.032
"6024",0.033
"6025",0.031
"6026",0.043
"6027",0.03
"6028",0.032
"6029",0.027
"6030",0.031
"6031",0.029
"6032",0.034
"6033",0.014
"6034",0.034
"6035",0.026
"6036",0.026
"6037",0.025
"6038",0.025
"6039",0.038
"6040",0.039
"6041",0.037
"6042",0.025
"6043",0.03
"6044",0.036
"6045",0.029
"6046",0.027
"6047",0.028
"6048",0.033
"6049",0.028
"6050",0.026
"6051",0.02
"6052",0.026
"6053",0.026
"6054",0.02
"6055",0.03
"6056",0.03
"6057",0.021
"6058",0.019
"6059",0.026
"6060",0.024
"6061",0.036
"6062",0.033
"6063",0.03
"6064",0.029
"6065",0.024
"6066",0.03
"6067",0.029
"6068",0.034
"6069",0.024
"6070",0.031
"6071",0.025
"6072",0.033
"6073",0.022
"6074",0.042
"6075",0.036
"6076",0.034
"6077",0.033
"6078",0.034
"6079",0.046
"6080",0.045
"6081",0.044
"6082",0.038
"6083",0.036
"6084",0.049
"6085",0.029
"6086",0.036
"6087",0.035
"6088",0.037
"6089",0.033
"6090",0.03
"6091",0.03
"6092",0.042
"6093",0.019
"6094",0.035
"6095",0.035
"6096",0.039
"6097",0.029
"6098",0.026
"6099",0.035
"6100",0.036
"6101",0.042
"6102",0.049
"6103",0.034
"6104",0.033
"6105",0.032
"6106",0.038
"6107",0.039
"6108",0.029
"6109",0.029
"6110",0.034
"6111",0.033
"6112",0.031
"6113",0.027
"6114",0.035
"6115",0.045
"6116",0.041
"6117",0.033
"6118",0.041
"6119",0.035
"6120",0.034
"6121",0.04
"6122",0.028
"6123",0.035
"6124",0.037
"6125",0.03
"6126",0.028
"6127",0.026
"6128",0.029
"6129",0.044
"6130",0.041
"6131",0.033
"6132",0.031
"6133",0.019
"6134",0.043
"6135",0.052
"6136",0.047
"6137",0.037
"6138",0.027
"6139",0.033
"6140",0.044
"6141",0.034
"6142",0.037
"6143",0.03
"6144",0.026
"6145",0.051
"6146",0.046
"6147",0.034
"6148",0.028
"6149",0.026
"6150",0.032
"6151",0.026
"6152",0.03
"6153",0.031
"6154",0.03
"6155",0.046
"6156",0.045
"6157",0.037
"6158",0.033
"6159",0.033
"6160",0.034
"6161",0.037
"6162",0.028
"6163",0.032
"6164",0.034
"6165",0.026
"6166",0.032
"6167",0.028
"6168",0.029
"6169",0.047
"6170",0.041
"6171",0.04
"6172",0.035
"6173",0.018
"6174",0.033
"6175",0.04
"6176",0.044
"6177",0.044
"6178",0.041
"6179",0.032
"6180",0.042
"6181",0.028
"6182",0.039
"6183",0.025
"6184",0.023
"6185",0.041
"6186",0.045
"6187",0.032
"6188",0.035
"6189",0.027
"6190",0.025
"6191",0.034
"6192",0.032
"6193",0.035
"6194",0.038
"6195",0.038
"6196",0.035
"6197",0.035
"6198",0.041
"6199",0.039
"6200",0.041
"6201",0.023
"6202",0.041
"6203",0.042
"6204",0.022
"6205",0.025
"6206",0.023
"6207",0.027
"6208",0.038
"6209",0.033
"6210",0.038
"6211",0.036
"6212",0.015
"6213",0.042
"6214",0.042
"6215",0.043
"6216",0.036
"6217",0.039
"6218",0.034
"6219",0.039
"6220",0.036
"6221",0.037
"6222",0.023
"6223",0.021
"6224",0.039
"6225",0.044
"6226",0.029
"6227",0.024
"6228",0.026
"6229",0.033
"6230",0.025
"6231",0.025
"6232",0.033
"6233",0.03
"6234",0.029
"6235",0.027
"6236",0.031
"6237",0.033
"6238",0.024
"6239",0.027
"6240",0.029
"6241",0.03
"6242",0.031
"6243",0.033
"6244",0.025
"6245",0.033
"6246",0.033
"6247",0.037
"6248",0.03
"6249",0.027
"6250",0.032
"6251",0.026
"6252",0.014
"6253",0.033
"6254",0.027
"6255",0.031
"6256",0.026
"6257",0.028
"6258",0.029
"6259",0.034
"6260",0.025
"6261",0.032
"6262",0.027
"6263",0.021
"6264",0.027
"6265",0.035
"6266",0.04
"6267",0.037
"6268",0.037
"6269",0.037
"6270",0.04
"6271",0.039
"6272",0.037
"6273",0.034
"6274",0.049
"6275",0.043
"6276",0.041
"6277",0.036
"6278",0.036
"6279",0.038
"6280",0.037
"6281",0.041
"6282",0.041
"6283",0.034
"6284",0.04
"6285",0.032
"6286",0.033
"6287",0.042
"6288",0.051
"6289",0.04
"6290",0.04
"6291",0.041
"6292",0.025
"6293",0.04
"6294",0.049
"6295",0.047
"6296",0.048
"6297",0.038
"6298",0.033
"6299",0.041
"6300",0.034
"6301",0.045
"6302",0.038
"6303",0.034
"6304",0.05
"6305",0.043
"6306",0.042
"6307",0.053
"6308",0.045
"6309",0.041
"6310",0.047
"6311",0.052
"6312",0.044
"6313",0.04
"6314",0.044
"6315",0.047
"6316",0.044
"6317",0.046
"6318",0.055
"6319",0.054
"6320",0.049
"6321",0.038
"6322",0.043
"6323",0.045
"6324",0.04
"6325",0.041
"6326",0.041
"6327",0.055
"6328",0.046
"6329",0.046
"6330",0.045
"6331",0.055
"6332",0.034
"6333",0.046
"6334",0.05
"6335",0.046
"6336",0.045
"6337",0.04
"6338",0.048
"6339",0.043
"6340",0.043
"6341",0.041
"6342",0.037
"6343",0.05
"6344",0.047
"6345",0.043
"6346",0.044
"6347",0.037
"6348",0.038
"6349",0.036
"6350",0.049
"6351",0.034
"6352",0.051
"6353",0.047
"6354",0.049
"6355",0.053
"6356",0.046
"6357",0.051
"6358",0.053
"6359",0.052
"6360",0.038
"6361",0.046
"6362",0.054
"6363",0.038
"6364",0.036
"6365",0.04
"6366",0.042
"6367",0.049
"6368",0.046
"6369",0.047
"6370",0.049
"6371",0.032
"6372",0.048
"6373",0.064
"6374",0.064
"6375",0.048
"6376",0.043
"6377",0.043
"6378",0.05
"6379",0.052
"6380",0.047
"6381",0.048
"6382",0.036
"6383",0.052
"6384",0.051
"6385",0.042
"6386",0.039
"6387",0.029
"6388",0.035
"6389",0.033
"6390",0.038
"6391",0.035
"6392",0.055
"6393",0.049
"6394",0.056
"6395",0.052
"6396",0.044
"6397",0.054
"6398",0.052
"6399",0.054
"6400",0.035
"6401",0.059
"6402",0.057
"6403",0.034
"6404",0.04
"6405",0.044
"6406",0.04
"6407",0.051
"6408",0.049
"6409",0.042
"6410",0.047
"6411",0.023
"6412",0.038
"6413",0.066
"6414",0.063
"6415",0.047
"6416",0.036
"6417",0.052
"6418",0.046
"6419",0.054
"6420",0.055
"6421",0.032
"6422",0.027
"6423",0.054
"6424",0.064
"6425",0.041
"6426",0.04
"6427",0.031
"6428",0.031
"6429",0.039
"6430",0.036
"6431",0.033
"6432",0.041
"6433",0.052
"6434",0.053
"6435",0.045
"6436",0.046
"6437",0.048
"6438",0.05
"6439",0.05
"6440",0.042
"6441",0.043
"6442",0.042
"6443",0.04
"6444",0.04
"6445",0.051
"6446",0.051
"6447",0.044
"6448",0.042
"6449",0.042
"6450",0.024
"6451",0.038
"6452",0.048
"6453",0.046
"6454",0.045
"6455",0.04
"6456",0.042
"6457",0.048
"6458",0.043
"6459",0.052
"6460",0.041
"6461",0.033
"6462",0.051
"6463",0.046
"6464",0.04
"6465",0.048
"6466",0.043
"6467",0.042
"6468",0.046
"6469",0.043
"6470",0.039
"6471",0.05
"6472",0.05
"6473",0.047
"6474",0.043
"6475",0.052
"6476",0.042
"6477",0.044
"6478",0.041
"6479",0.047
"6480",0.044
"6481",0.047
"6482",0.045
"6483",0.05
"6484",0.052
"6485",0.053
"6486",0.044
"6487",0.046
"6488",0.048
"6489",0.053
"6490",0.038
"6491",0.057
"6492",0.052
"6493",0.051
"6494",0.043
"6495",0.04
"6496",0.04
"6497",0.055
"6498",0.04
"6499",0.043
"6500",0.045
"6501",0.036
"6502",0.05
"6503",0.05
"6504",0.049
"6505",0.052
"6506",0.046
"6507",0.044
"6508",0.044
"6509",0.051
"6510",0.038
"6511",0.05
"6512",0.044
"6513",0.047
"6514",0.043
"6515",0.04
"6516",0.048
"6517",0.052
"6518",0.049
"6519",0.048
"6520",0.045
"6521",0.049
"6522",0.046
"6523",0.053
"6524",0.052
"6525",0.055
"6526",0.046
"6527",0.046
"6528",0.041
"6529",0.053
"6530",0.025
"6531",0.038
"6532",0.052
"6533",0.051
"6534",0.048
"6535",0.036
"6536",0.044
"6537",0.041
"6538",0.046
"6539",0.054
"6540",0.043
"6541",0.036
"6542",0.049
"6543",0.047
"6544",0.049
"6545",0.046
"6546",0.042
"6547",0.045
"6548",0.057
"6549",0.046
"6550",0.029
"6551",0.043
"6552",0.039
"6553",0.041
"6554",0.04
"6555",0.033
"6556",0.049
"6557",0.056
"6558",0.049
"6559",0.047
"6560",0.042
"6561",0.041
"6562",0.059
"6563",0.051
"6564",0.054
"6565",0.056
"6566",0.036
"6567",0.049
"6568",0.027
"6569",0.054
"6570",0.03
"6571",0.029
"6572",0.058
"6573",0.057
"6574",0.05
"6575",0.023
"6576",0.037
"6577",0.032
"6578",0.044
"6579",0.055
"6580",0.053
"6581",0.046
"6582",0.052
"6583",0.045
"6584",0.054
"6585",0.061
"6586",0.049
"6587",0.048
"6588",0.051
"6589",0.057
"6590",0.02
"6591",0.064
"6592",0.049
"6593",0.047
"6594",0.054
"6595",0.043
"6596",0.059
"6597",0.064
"6598",0.06
"6599",0.057
"6600",0.056
"6601",0.054
"6602",0.048
"6603",0.058
"6604",0.058
"6605",0.054
"6606",0.056
"6607",0.063
"6608",0.031
"6609",0.062
"6610",0.037
"6611",0.033
"6612",0.055
"6613",0.055
"6614",0.058
"6615",0.019
"6616",0.051
"6617",0.037
"6618",0.055
"6619",0.06
"6620",0.049
"6621",0.044
"6622",0.054
"6623",0.057
"6624",0.053
"6625",0.067
"6626",0.046
"6627",0.041
"6628",0.059
"6629",0.059
"6630",0.019
"6631",0.057
"6632",0.026
"6633",0.03
"6634",0.065
"6635",0.037
"6636",0.066
"6637",0.061
"6638",0.063
"6639",0.048
"6640",0.058
"6641",0.062
"6642",0.057
"6643",0.051
"6644",0.054
"6645",0.056
"6646",0.043
"6647",0.045
"6648",0.022
"6649",0.064
"6650",0.042
"6651",0.038
"6652",0.045
"6653",0.043
"6654",0.047
"6655",0.016
"6656",0.051
"6657",0.04
"6658",0.062
"6659",0.051
"6660",0.047
"6661",0.042
"6662",0.037
"6663",0.055
"6664",0.051
"6665",0.04
"6666",0.034
"6667",0.043
"6668",0.04
"6669",0.044
"6670",0.031
"6671",0.042
"6672",0.039
"6673",0.04
"6674",0.036
"6675",0.044
"6676",0.04
"6677",0.039
"6678",0.044
"6679",0.044
"6680",0.04
"6681",0.044
"6682",0.04
"6683",0.042
"6684",0.043
"6685",0.044
"6686",0.039
"6687",0.04
"6688",0.046
"6689",0.03
"6690",0.048
"6691",0.047
"6692",0.042
"6693",0.027
"6694",0.041
"6695",0.039
"6696",0.047
"6697",0.039
"6698",0.031
"6699",0.043
"6700",0.044
"6701",0.043
"6702",0.03
"6703",0.037
"6704",0.041
"6705",0.032
"6706",0.034
"6707",0.033
"6708",0.034
"6709",0.035
"6710",0.034
"6711",0.026
"6712",0.028
"6713",0.034
"6714",0.034
"6715",0.034
"6716",0.034
"6717",0.027
"6718",0.034
"6719",0.032
"6720",0.04
"6721",0.036
"6722",0.041
"6723",0.031
"6724",0.031
"6725",0.027
"6726",0.026
"6727",0.029
"6728",0.028
"6729",0.036
"6730",0.029
"6731",0.031
"6732",0.034
"6733",0.033
"6734",0.039
"6735",0.025
"6736",0.035
"6737",0.029
"6738",0.044
"6739",0.043
"6740",0.037
"6741",0.038
"6742",0.035
"6743",0.043
"6744",0.026
"6745",0.034
"6746",0.035
"6747",0.037
"6748",0.032
"6749",0.023
"6750",0.038
"6751",0.04
"6752",0.039
"6753",0.042
"6754",0.033
"6755",0.035
"6756",0.036
"6757",0.038
"6758",0.039
"6759",0.044
"6760",0.032
"6761",0.035
"6762",0.045
"6763",0.024
"6764",0.046
"6765",0.045
"6766",0.039
"6767",0.027
"6768",0.031
"6769",0.035
"6770",0.043
"6771",0.039
"6772",0.031
"6773",0.045
"6774",0.033
"6775",0.036
"6776",0.042
"6777",0.037
"6778",0.043
"6779",0.042
"6780",0.042
"6781",0.029
"6782",0.041
"6783",0.043
"6784",0.045
"6785",0.036
"6786",0.038
"6787",0.045
"6788",0.047
"6789",0.047
"6790",0.045
"6791",0.037
"6792",0.041
"6793",0.043
"6794",0.036
"6795",0.045
"6796",0.047
"6797",0.036
"6798",0.042
"6799",0.05
"6800",0.035
"6801",0.048
"6802",0.047
"6803",0.045
"6804",0.032
"6805",0.04
"6806",0.041
"6807",0.05
"6808",0.043
"6809",0.039
"6810",0.049
"6811",0.038
"6812",0.046
"6813",0.053
"6814",0.038
"6815",0.04
"6816",0.043
"6817",0.045
"6818",0.033
"6819",0.043
"6820",0.046
"6821",0.043
"6822",0.047
"6823",0.041
"6824",0.043
"6825",0.047
"6826",0.051
"6827",0.048
"6828",0.046
"6829",0.041
"6830",0.045
"6831",0.051
"6832",0.054
"6833",0.047
"6834",0.044
"6835",0.046
"6836",0.051
"6837",0.031
"6838",0.051
"6839",0.052
"6840",0.044
"6841",0.032
"6842",0.042
"6843",0.039
"6844",0.054
"6845",0.041
"6846",0.038
"6847",0.048
"6848",0.046
"6849",0.049
"6850",0.048
"6851",0.043
"6852",0.053
"6853",0.046
"6854",0.047
"6855",0.047
"6856",0.052
"6857",0.053
"6858",0.049
"6859",0.052
"6860",0.051
"6861",0.049
"6862",0.051
"6863",0.052
"6864",0.062
"6865",0.056
"6866",0.051
"6867",0.049
"6868",0.058
"6869",0.058
"6870",0.062
"6871",0.066
"6872",0.053
"6873",0.051
"6874",0.031
"6875",0.056
"6876",0.055
"6877",0.058
"6878",0.043
"6879",0.05
"6880",0.055
"6881",0.049
"6882",0.054
"6883",0.046
"6884",0.035
"6885",0.059
"6886",0.059
"6887",0.052
"6888",0.05
"6889",0.039
"6890",0.05
"6891",0.046
"6892",0.047
"6893",0.037
"6894",0.052
"6895",0.052
"6896",0.05
"6897",0.054
"6898",0.035
"6899",0.048
"6900",0.049
"6901",0.051
"6902",0.061
"6903",0.055
"6904",0.055
"6905",0.048
"6906",0.054
"6907",0.059
"6908",0.059
"6909",0.061
"6910",0.049
"6911",0.05
"6912",0.051
"6913",0.034
"6914",0.053
"6915",0.059
"6916",0.058
"6917",0.049
"6918",0.05
"6919",0.043
"6920",0.046
"6921",0.056
"6922",0.05
"6923",0.041
"6924",0.055
"6925",0.058
"6926",0.057
"6927",0.057
"6928",0.028
"6929",0.047
"6930",0.046
"6931",0.048
"6932",0.043
"6933",0.054
"6934",0.057
"6935",0.056
"6936",0.055
"6937",0.053
"6938",0.049
"6939",0.05
"6940",0.055
"6941",0.055
"6942",0.058
"6943",0.055
"6944",0.047
"6945",0.054
"6946",0.054
"6947",0.053
"6948",0.052
"6949",0.051
"6950",0.055
"6951",0.054
"6952",0.028
"6953",0.037
"6954",0.064
"6955",0.067
"6956",0.054
"6957",0.047
"6958",0.05
"6959",0.059
"6960",0.047
"6961",0.066
"6962",0.051
"6963",0.037
"6964",0.058
"6965",0.057
"6966",0.058
"6967",0.053
"6968",0.041
"6969",0.046
"6970",0.053
"6971",0.052
"6972",0.041
"6973",0.06
"6974",0.052
"6975",0.053
"6976",0.061
"6977",0.052
"6978",0.062
"6979",0.055
"6980",0.066
"6981",0.056
"6982",0.066
"6983",0.062
"6984",0.052
"6985",0.049
"6986",0.053
"6987",0.05
"6988",0.054
"6989",0.051
"6990",0.045
"6991",0.052
"6992",0.023
"6993",0.042
"6994",0.067
"6995",0.075
"6996",0.047
"6997",0.043
"6998",0.057
"6999",0.049
"7000",0.051
"7001",0.065
"7002",0.051
"7003",0.04
"7004",0.062
"7005",0.062
"7006",0.051
"7007",0.055
"7008",0.051
"7009",0.047
"7010",0.047
"7011",0.056
"7012",0.027
"7013",0.057
"7014",0.039
"7015",0.045
"7016",0.049
"7017",0.037
"7018",0.066
"7019",0.07
"7020",0.064
"7021",0.045
"7022",0.054
"7023",0.061
"7024",0.047
"7025",0.048
"7026",0.048
"7027",0.049
"7028",0.039
"7029",0.046
"7030",0.041
"7031",0.058
"7032",0.036
"7033",0.039
"7034",0.064
"7035",0.067
"7036",0.046
"7037",0.04
"7038",0.049
"7039",0.044
"7040",0.06
"7041",0.058
"7042",0.046
"7043",0.043
"7044",0.054
"7045",0.047
"7046",0.05
"7047",0.04
"7048",0.042
"7049",0.04
"7050",0.04
"7051",0.042
"7052",0.037
"7053",0.041
"7054",0.046
"7055",0.044
"7056",0.042
"7057",0.046
"7058",0.039
"7059",0.04
"7060",0.041
"7061",0.041
"7062",0.051
"7063",0.039
"7064",0.041
"7065",0.04
"7066",0.04
"7067",0.043
"7068",0.047
"7069",0.042
"7070",0.038
"7071",0.043
"7072",0.027
"7073",0.04
"7074",0.045
"7075",0.042
"7076",0.042
"7077",0.038
"7078",0.041
"7079",0.047
"7080",0.038
"7081",0.041
"7082",0.04
"7083",0.035
"7084",0.048
"7085",0.052
"7086",0.041
"7087",0.055
"7088",0.043
"7089",0.044
"7090",0.044
"7091",0.054
"7092",0.036
"7093",0.046
"7094",0.039
"7095",0.039
"7096",0.046
"7097",0.041
"7098",0.055
"7099",0.057
"7100",0.055
"7101",0.041
"7102",0.045
"7103",0.052
"7104",0.042
"7105",0.04
"7106",0.041
"7107",0.046
"7108",0.042
"7109",0.043
"7110",0.037
"7111",0.051
"7112",0.028
"7113",0.043
"7114",0.038
"7115",0.037
"7116",0.04
"7117",0.025
"7118",0.044
"7119",0.042
"7120",0.048
"7121",0.041
"7122",0.042
"7123",0.041
"7124",0.028
"7125",0.046
"7126",0.044
"7127",0.056
"7128",0.045
"7129",0.039
"7130",0.046
"7131",0.06
"7132",0.043
"7133",0.05
"7134",0.043
"7135",0.043
"7136",0.06
"7137",0.039
"7138",0.055
"7139",0.051
"7140",0.053
"7141",0.045
"7142",0.054
"7143",0.05
"7144",0.043
"7145",0.045
"7146",0.05
"7147",0.046
"7148",0.047
"7149",0.043
"7150",0.043
"7151",0.055
"7152",0.037
"7153",0.044
"7154",0.043
"7155",0.04
"7156",0.043
"7157",0.04
"7158",0.052
"7159",0.043
"7160",0.053
"7161",0.043
"7162",0.044
"7163",0.043
"7164",0.041
"7165",0.047
"7166",0.05
"7167",0.05
"7168",0.04
"7169",0.045
"7170",0.046
"7171",0.05
"7172",0.043
"7173",0.053
"7174",0.046
"7175",0.047
"7176",0.061
"7177",0.047
"7178",0.06
"7179",0.055
"7180",0.056
"7181",0.05
"7182",0.061
"7183",0.059
"7184",0.046
"7185",0.048
"7186",0.052
"7187",0.055
"7188",0.053
"7189",0.047
"7190",0.044
"7191",0.054
"7192",0.033
"7193",0.043
"7194",0.048
"7195",0.046
"7196",0.05
"7197",0.024
"7198",0.053
"7199",0.05
"7200",0.054
"7201",0.049
"7202",0.045
"7203",0.042
"7204",0.043
"7205",0.06
"7206",0.051
"7207",0.057
"7208",0.043
"7209",0.047
"7210",0.056
"7211",0.053
"7212",0.042
"7213",0.05
"7214",0.045
"7215",0.044
"7216",0.053
"7217",0.049
"7218",0.052
"7219",0.057
"7220",0.055
"7221",0.049
"7222",0.055
"7223",0.052
"7224",0.056
"7225",0.052
"7226",0.055
"7227",0.055
"7228",0.051
"7229",0.046
"7230",0.058
"7231",0.038
"7232",0.051
"7233",0.056
"7234",0.055
"7235",0.056
"7236",0.03
"7237",0.053
"7238",0.051
"7239",0.048
"7240",0.057
"7241",0.047
"7242",0.043
"7243",0.06
"7244",0.054
"7245",0.051
"7246",0.038
"7247",0.037
"7248",0.044
"7249",0.05
"7250",0.031
"7251",0.041
"7252",0.053
"7253",0.04
"7254",0.04
"7255",0.045
"7256",0.034
"7257",0.055
"7258",0.061
"7259",0.059
"7260",0.047
"7261",0.047
"7262",0.051
"7263",0.043
"7264",0.045
"7265",0.047
"7266",0.051
"7267",0.04
"7268",0.045
"7269",0.037
"7270",0.052
"7271",0.042
"7272",0.034
"7273",0.05
"7274",0.049
"7275",0.048
"7276",0.034
"7277",0.049
"7278",0.037
"7279",0.054
"7280",0.052
"7281",0.047
"7282",0.043
"7283",0.05
"7284",0.042
"7285",0.047
"7286",0.043
"7287",0.044
"7288",0.044
"7289",0.042
"7290",0.047
"7291",0.031
"7292",0.035
"7293",0.033
"7294",0.032
"7295",0.035
"7296",0.031
"7297",0.041
"7298",0.041
"7299",0.043
"7300",0.04
"7301",0.037
"7302",0.04
"7303",0.04
"7304",0.035
"7305",0.04
"7306",0.044
"7307",0.035
"7308",0.034
"7309",0.03
"7310",0.045
"7311",0.039
"7312",0.032
"7313",0.035
"7314",0.034
"7315",0.034
"7316",0.026
"7317",0.032
"7318",0.032
"7319",0.037
"7320",0.034
"7321",0.044
"7322",0.041
"7323",0.034
"7324",0.038
"7325",0.04
"7326",0.041
"7327",0.03
"7328",0.033
"7329",0.026
"7330",0.037
"7331",0.023
"7332",0.027
"7333",0.024
"7334",0.024
"7335",0.023
"7336",0.021
"7337",0.033
"7338",0.033
"7339",0.033
"7340",0.022
"7341",0.023
"7342",0.031
"7343",0.021
"7344",0.028
"7345",0.026
"7346",0.033
"7347",0.022
"7348",0.022
"7349",0.022
"7350",0.04
"7351",0.019
"7352",0.023
"7353",0.029
"7354",0.028
"7355",0.022
"7356",0.024
"7357",0.023
"7358",0.024
"7359",0.032
"7360",0.026
"7361",0.02
"7362",0.02
"7363",0.026
"7364",0.024
"7365",0.031
"7366",0.034
"7367",0.028
"7368",0.031
"7369",0.039
"7370",0.031
"7371",0.029
"7372",0.025
"7373",0.023
"7374",0.023
"7375",0.02
"7376",0.022
"7377",0.036
"7378",0.035
"7379",0.036
"7380",0.039
"7381",0.021
"7382",0.031
"7383",0.036
"7384",0.038
"7385",0.037
"7386",0.043
"7387",0.021
"7388",0.023
"7389",0.023
"7390",0.035
"7391",0.024
"7392",0.023
"7393",0.038
"7394",0.036
"7395",0.024
"7396",0.024
"7397",0.019
"7398",0.025
"7399",0.031
"7400",0.038
"7401",0.038
"7402",0.033
"7403",0.034
"7404",0.022
"7405",0.037
"7406",0.044
"7407",0.035
"7408",0.04
"7409",0.041
"7410",0.043
"7411",0.024
"7412",0.034
"7413",0.025
"7414",0.027
"7415",0.025
"7416",0.022
"7417",0.037
"7418",0.039
"7419",0.04
"7420",0.052
"7421",0.027
"7422",0.036
"7423",0.043
"7424",0.047
"7425",0.052
"7426",0.055
"7427",0.023
"7428",0.027
"7429",0.021
"7430",0.042
"7431",0.029
"7432",0.026
"7433",0.043
"7434",0.04
"7435",0.029
"7436",0.015
"7437",0.03
"7438",0.022
"7439",0.039
"7440",0.039
"7441",0.043
"7442",0.041
"7443",0.039
"7444",0.024
"7445",0.041
"7446",0.036
"7447",0.033
"7448",0.039
"7449",0.037
"7450",0.036
"7451",0.028
"7452",0.028
"7453",0.022
"7454",0.02
"7455",0.02
"7456",0.024
"7457",0.036
"7458",0.037
"7459",0.037
"7460",0.048
"7461",0.022
"7462",0.031
"7463",0.041
"7464",0.038
"7465",0.046
"7466",0.047
"7467",0.023
"7468",0.021
"7469",0.024
"7470",0.036
"7471",0.028
"7472",0.023
"7473",0.032
"7474",0.031
"7475",0.022
"7476",0.025
"7477",0.024
"7478",0.025
"7479",0.034
"7480",0.031
"7481",0.041
"7482",0.037
"7483",0.027
"7484",0.023
"7485",0.038
"7486",0.031
"7487",0.027
"7488",0.03
"7489",0.035
"7490",0.03
"7491",0.028
"7492",0.024
"7493",0.023
"7494",0.021
"7495",0.024
"7496",0.024
"7497",0.027
"7498",0.027
"7499",0.026
"7500",0.044
"7501",0.025
"7502",0.024
"7503",0.035
"7504",0.033
"7505",0.038
"7506",0.039
"7507",0.026
"7508",0.024
"7509",0.025
"7510",0.03
"7511",0.027
"7512",0.026
"7513",0.03
"7514",0.027
"7515",0.024
"7516",0.026
"7517",0.024
"7518",0.026
"7519",0.026
"7520",0.029
"7521",0.038
"7522",0.036
"7523",0.025
"7524",0.025
"7525",0.029
"7526",0.033
"7527",0.028
"7528",0.037
"7529",0.036
"7530",0.031
"7531",0.024
"7532",0.032
"7533",0.026
"7534",0.024
"7535",0.021
"7536",0.021
"7537",0.036
"7538",0.042
"7539",0.035
"7540",0.05
"7541",0.023
"7542",0.03
"7543",0.039
"7544",0.045
"7545",0.048
"7546",0.023
"7547",0.025
"7548",0.024
"7549",0.032
"7550",0.025
"7551",0.025
"7552",0.033
"7553",0.032
"7554",0.024
"7555",0.022
"7556",0.031
"7557",0.023
"7558",0.033
"7559",0.034
"7560",0.035
"7561",0.035
"7562",0.03
"7563",0.023
"7564",0.045
"7565",0.055
"7566",0.037
"7567",0.045
"7568",0.046
"7569",0.052
"7570",0.047
"7571",0.053
"7572",0.045
"7573",0.051
"7574",0.049
"7575",0.053
"7576",0.064
"7577",0.062
"7578",0.066
"7579",0.05
"7580",0.052
"7581",0.054
"7582",0.045
"7583",0.053
"7584",0.058
"7585",0.054
"7586",0.057
"7587",0.048
"7588",0.049
"7589",0.055
"7590",0.029
"7591",0.044
"7592",0.065
"7593",0.064
"7594",0.05
"7595",0.029
"7596",0.051
"7597",0.054
"7598",0.056
"7599",0.063
"7600",0.042
"7601",0.041
"7602",0.062
"7603",0.06
"7604",0.052
"7605",0.047
"7606",0.044
"7607",0.044
"7608",0.043
"7609",0.045
"7610",0.039
"7611",0.026
"7612",0.029
"7613",0.034
"7614",0.021
"7615",0.028
"7616",0.03
"7617",0.035
"7618",0.03
"7619",0.045
"7620",0.023
"7621",0.025
"7622",0.037
"7623",0.041
"7624",0.042
"7625",0.047
"7626",0.029
"7627",0.028
"7628",0.029
"7629",0.056
"7630",0.025
"7631",0.035
"7632",0.043
"7633",0.043
"7634",0.034
"7635",0.037
"7636",0.023
"7637",0.033
"7638",0.025
"7639",0.044
"7640",0.039
"7641",0.037
"7642",0.043
"7643",0.028
"7644",0.044
"7645",0.045
"7646",0.04
"7647",0.039
"7648",0.036
"7649",0.044
"7650",0.043
"7651",0.036
"7652",0.035
"7653",0.039
"7654",0.034
"7655",0.034
"7656",0.037
"7657",0.042
"7658",0.04
"7659",0.047
"7660",0.037
"7661",0.036
"7662",0.047
"7663",0.047
"7664",0.044
"7665",0.047
"7666",0.037
"7667",0.034
"7668",0.042
"7669",0.049
"7670",0.043
"7671",0.034
"7672",0.038
"7673",0.042
"7674",0.036
"7675",0.046
"7676",0.036
"7677",0.04
"7678",0.033
"7679",0.04
"7680",0.044
"7681",0.045
"7682",0.043
"7683",0.033
"7684",0.049
"7685",0.044
"7686",0.037
"7687",0.039
"7688",0.037
"7689",0.042
"7690",0.033
"7691",0.036
"7692",0.04
"7693",0.038
"7694",0.025
"7695",0.029
"7696",0.039
"7697",0.04
"7698",0.042
"7699",0.037
"7700",0.029
"7701",0.041
"7702",0.043
"7703",0.044
"7704",0.04
"7705",0.042
"7706",0.037
"7707",0.033
"7708",0.034
"7709",0.037
"7710",0.031
"7711",0.03
"7712",0.038
"7713",0.045
"7714",0.034
"7715",0.031
"7716",0.032
"7717",0.038
"7718",0.038
"7719",0.043
"7720",0.043
"7721",0.04
"7722",0.043
"7723",0.043
"7724",0.045
"7725",0.044
"7726",0.042
"7727",0.043
"7728",0.036
"7729",0.036
"7730",0.036
"7731",0.039
"7732",0.038
"7733",0.037
"7734",0.039
